"A 1998","ジャンル","曲 名","演奏者","演奏者2","演奏者3","演奏者4","演奏者5","演奏者6","演奏者7","伴奏","伴奏2","伴奏3","伴奏4","作詞者","補作","作曲者","作曲者2","編曲者","レーベル","レコード番号","シリアル番号","発売","備考","昭和館","場所","箱"
"01","歌謡曲","港基隆モッカ売り","瀬川 伸",,,,,,,"タイヘイオーケストラ",,,,"山本逸朗",,"土岐武羅男",,"土岐武羅男","タイヘイ","H10253","27-532",1952,,,,
"01","歌謡曲","パラオ島よさらば","瀬川 伸",,,,,,,"タイヘイオーケストラ",,,,"柳瀬八郎",,"山田郁夫",,"堀田 実","タイヘイ","H10253","27-533",1952,,,,
"08","新民謡","炭坑節","新橋喜代丸",,,,,,,"豊吉(三味線)","タイヘイオーケストラ",,,"原 味津三",,"新民謡",,"細川潤一","タイヘイ","Ⓗ10097","25-150",1950,,,,
"08","新民謡","黒田節","井田照夫",,,,,,,"タイヘイオーケストラ",,,,"記載なし",,"新民謡",,"細川潤一","タイヘイ","Ⓗ10097","25-147",1950,,,,
"10","大阪鉄道局撰定歌","丘のそよかぜ","奥山彩子","タイヘイ女声コーラス",,,,,,"タイヘイオーケストラ",,,,"記載なし",,"記載なし",,,"タイヘイ","M-4","25-122",1950,"大阪鉄道局撰定",,,
"10","大阪鉄道局撰定歌","ハイキングの歌","牧 秀樹",,,,,,,"タイヘイオーケストラ",,,,"記載なし",,"記載なし",,,"タイヘイ","M-4","25-121",1950,"大阪鉄道局撰定",,,
"01","歌謡曲","別れの潮路","桜井 稔",,,,,,,"タイヘイオーケストラ",,,,"岬のぼる",,"大倉八郎",,"大倉八郎","タイヘイ","Ⓗ10167","26－304",1951,,,,
"01","歌謡曲","さらば港の赤い灯よ","藤島桓夫",,,,,,,"タイヘイオーケストラ",,,,"金子昌夫",,"上原賢六",,"上原賢六","タイヘイ","Ⓗ10167","26-117",1951,,,,
"01","流行歌","日本晴道中","藤島桓夫","豆千代",,,,,,"タイヘイオーケストラ",,,,"山本逸朗",,"飯田景応",,"飯田景応","タイヘイ","Ⓗ10250","27-488-1",1952,"振付つき",,,
"01","流行歌","そんな事知らない","豆千代",,,,,,,"タイヘイオーケストラ",,,,"牧 喜代司",,"島田逸平",,"島田逸平","タイヘイ","Ⓗ10250","27-486",1952,,,,
"01","流行歌","盆踊りブギ","〆香","三船耕二","タイヘイコーラス",,,,,"タイヘイオーケストラ",,,,"〆香・三船耕二",,"五味渕洸",,"細川潤一","タイヘイ","S5015","25-109",1950,,,,
"01","流行歌","ジョッキで乾杯","岬 好彦",,,,,,,"タイヘイオーケストラ",,,,"岬 好彦",,"五味渕洸",,"上原賢六","タイヘイ","S5015","25-110",1950,,,,
"01","流行歌","長崎の黒船祭り","瀬川 伸",,,,,,,"タイヘイオーケストラ",,,,"横山賢一",,"島田逸平",,"島田逸平","タイヘイ","Ⓗ10286","27-575-1",1952,,,,
"01","流行歌","マドロス人生","桜井 稔",,,,,,,"タイヘイオーケストラ",,,,"牧 喜代司",,"荒井かをる",,"飯田景応","タイヘイ","Ⓗ10286","27－594",1952,,,,
"01","歌謡曲","ロマンの幌馬車","藤島桓夫","奥山彩子",,,,,,"タイヘイオーケストラ",,,,"杉野大三郎",,"細川潤一",,"細川潤一","タイヘイ","Ⓗ10124","25-181",1950,,,,
"01","歌謡曲","懐しのドラが鳴る","瀬川 伸",,,,,,,"タイヘイオーケストラ",,,,"富岡たけし",,"島田逸平",,"島田逸平","タイヘイ","Ⓗ10124","25-186-1",1950,,,,
"01","歌謡曲","泪の乗合馬車","瀬川 伸",,,,,,,"日本マーキュリーオーケストラ",,,,"豊田一雄",,"飯田景応",,"飯田景応","マーキュリー","H-15052","28-832",1953,,,,
"01","歌謡曲","泪の別れ船","青葉笙子",,,,,,,"日本マーキュリーオーケストラ",,,,"牧 喜代司",,"袴田宗孝",,"袴田宗孝","マーキュリー","H-15052","28－842",1953,,,,
"01","流行歌","霧の航海燈","藤島桓夫",,,,,,,"タイヘイオーケストラ",,,,"内田つとむ",,"島田逸平",,"島田逸平","タイヘイ","S5039","25-125B",1950,,,,
"01","流行歌","上海悲歌(エレジー)","エト邦枝",,,,,,,"タイヘイオーケストラ",,,,"碓井菊太郎",,"島田逸平",,"島田逸平","タイヘイ","S5039","25-126B",1950,,,,
"01","歌謡曲","貨物船(カーゴ)のひとり者","藤島桓夫",,,,,,,"日本マーキュリーオーケストラ",,,,"十二村 哲",,"上村晴夫",,"島田逸平","マーキュリー","H 15302","32-1498",1957,,,,
"01","歌謡曲","銀座の歎き","津川洋一",,,,,,,"日本マーキュリーオーケストラ",,,,"宮 英男",,"西脇稔和",,"西脇稔和","マーキュリー","H 15302","32-1453",1957,,,,
"01","歌謡曲","バックNo.1050","松山恵子",,,,,,,"日本マーキュリーオーケストラ",,,,"松井由利夫",,"水時冨士夫",,"藤原秀行","マーキュリー","H-15351","33-1621",1958,,,,
"01","歌謡曲","ねえどうすりゃいいの","松山恵子",,,,,,,"日本マーキュリーオーケストラ",,,,"牧 喜代司",,"矢吹 光",,"矢吹 光","マーキュリー","H-15351","33-1619",1958,,,,
"08","民謡","八木節マンボ","野村雪子",,,,,,,"日本マーキュリーオーケストラ",,,,"牧 喜代司",,"民謡",,"大森盛太郎","マーキュリー","H-15108","29-973",1954,"マンボ民謡",,,
"09","漫謡","魚河岸の兄ちゃん","八志摩亀生",,,,,,,"日本マーキュリーオーケストラ",,,,"松村又一",,"島田逸平",,"島田逸平","マーキュリー","H-15108","29-974",1954,,,,
"01","歌謡曲","また逢いましょう","高峰文子",,,,,,,"日本マーキュリーオーケストラ",,,,"福田しげる",,"伏見竜二",,"牧野昭一","マーキュリー","H-15419","34-1780",1959,,,,
"01","歌謡曲","この気持わかってね","高峰文子",,,,,,,"日本マーキュリーオーケストラ",,,,"福田しげる",,"伏見竜二",,"藤原秀行","マーキュリー","H-15419","34-1791",1959,,,,
"01","歌謡曲","タントくづし","浅草紅香",,,,,,,"日本マーキュリーオーケストラ",,,,"牧 喜代司",,"記載なし",,"藤原秀行","マーキュリー","H-15315","32－1529",1957,"振付つき",,,
"01","歌謡曲","ネエいいでしょ","豆千代",,,,,,,"日本マーキュリーオーケストラ",,,,"牧 喜代司",,"記載なし",,"袴田宗孝","マーキュリー","H-15315","32－1349",1957,"振付つき",,,
"01","歌謡曲","母恋子守唄","野村雪子",,,,,,,"日本マーキュリーオーケストラ",,,,"成瀬左千雄",,"豊田一雄",,"間木由利夫","マーキュリー","H-15122","29-1019",1954,"振付つき",,,
"01","歌謡曲","湯の街ワルツ","野村雪子",,,,,,,"日本マーキュリーオーケストラ",,,,"松村又一",,"飯田景応",,"飯田景応","マーキュリー","H-15122","29-1031",1954,,,,
"01","歌謡曲","船から来た男","藤島桓夫",,,,,,,"日本マーキュリーオーケストラ",,,,"豊田一雄",,"豊田一雄",,"飯田景応","マーキュリー","H-15182","30ｰ1163",1955,,,,
"01","歌謡曲","あきらめて","平野愛子",,,,,,,"日本マーキュリーオーケストラ",,,,"増田美智子",,"星 幸男",,"島田逸平","マーキュリー","H-15182","30-1160",1955,"星 幸男は遠藤 実の別名",,,
"01","歌謡曲","東京の青い鳥","岡 晴夫",,,,,,,"日本マーキュリーオーケストラ",,,,"牧 喜代司",,"袴田宗孝",,"間木由利夫","マーキュリー","H-15121","29－1016",1954,,,,
"01","歌謡曲","若いときア二度ある","岡 晴夫",,,,,,,"日本マーキュリーオーケストラ",,,,"松村又一",,"豊田一雄",,"飯田景応","マーキュリー","H-15121","29-1015",1954,,,,
"01","歌謡曲","煙突さん","芙蓉軒愛花",,,,,,,"日本マーキュリーオーケストラ",,,,"村田吉三郎",,"森 明",,"森 明","マーキュリー","H-15359","33-1631",1958,,,,
"01","歌謡曲","東海鴉","芙蓉軒愛花",,,,,,,"日本マーキュリーオーケストラ",,,,"村田吉三郎",,"森 明",,"森 明","マーキュリー","H-15359","33-1630",1958,,,,
"01","歌謡曲","タントくずし","豆千代",,,,,,,"日本マーキュリーオーケストラ",,,,"牧 喜代司",,"豊田一雄",,"豊田一雄","マーキュリー","H15120",,1954,,,,
"01","歌謡曲","スカタン節","豆千代",,,,,,,"日本マーキュリーオーケストラ",,,,"松村又一",,"島田逸平",,"島田逸平","マーキュリー","H15120",,1954,,,,
"01","歌謡曲","未練","藤島桓夫",,,,,,,"マーキュリーオーケストラ",,,,"唐崎まさはる",,"飯田景応",,"飯田景応","マーキュリー","H-15248","31-1305",1957,,,,
"01","歌謡曲","青春の歌声","藤島桓夫",,,,,,,"マーキュリーオーケストラ",,,,"松村又一",,"豊田一雄",,"飯田景応","マーキュリー","H-15248","30-1205-1",1957,,,,
"01","歌謡曲","さよなら鴎","藤島桓夫",,,,,,,"日本マーキュリーオーケストラ",,,,"十二村 哲",,"飯田景応",,"飯田景応","マーキュリー","Hｰ15334","32-1557",1958,,,,
"01","歌謡曲","だから言ったじゃないの","松山恵子",,,,,,,"日本マーキュリーオーケストラ",,,,"松井由利夫",,"島田逸平",,"島田逸平","マーキュリー","Hｰ15334","32-1558",1958,,,,
"01","歌謡曲","恋の巡航船","寿賀太郎",,,,,,,"日本マーキュリーオーケストラ",,,,"増田美智子",,"福田 茂",,"藤原秀行","マーキュリー","H-15404","34-1764",1959,,,,
"01","歌謡曲","私の胸は零番地","高峰文子",,,,,,,"日本マーキュリーオーケストラ",,,,"松村又一",,"水時冨士夫",,"水時冨士夫","マーキュリー","H-15404","34-1762",1959,,,,
"01","歌謡曲","風吹きがらす","寿賀太郎",,,,,,,"日本マーキュリーオーケストラ",,,,"松村又一",,"松平 晃",,"牧野昭一","マーキュリー","H-15380","34－1693",1959,,,,
"01","歌謡曲","波止場の指切り","松山恵子",,,,,,,"日本マーキュリーオーケストラ",,,,"判読できず",,"遠藤 実",,"藤原秀行","マーキュリー","H-15380","34－1693",1959,,,,
"01","歌謡曲","アンコなぜ泣く","藤島桓夫",,,,,,,"日本マーキュリーオーケストラ",,,,"松村又一",,"遠藤 実",,"飯田景応","マーキュリー","H-15301","32-1502",1957,,,,
"01","歌謡曲","八丈舟唄","藤島桓夫",,,,,,,"日本マーキュリーオーケストラ",,,,"豊田一雄",,"豊田一雄",,"飯田景応","マーキュリー","H-15301","32-1440",1957,,,,
"01","歌謡曲","田舎へ帰ろうよ","藤島桓夫",,,,,,,"日本マーキュリーオーケストラ",,,,"藤咲ゆたか",,"島田逸平",,"島田逸平","マーキュリー","H-15326","32-1546",1957,,,,
"01","歌謡曲","よさこい舟唄","夏目三郎",,,,,,,"日本マーキュリーオーケストラ",,,,"松村又一",,"袴田宗孝",,"袴田宗孝","マーキュリー","H-15326","32-1533",1957,,,,
"01","歌謡曲","陽気なアミー","瀬川 伸",,,,,,,"タイヘイオーケストラ",,,,"飛鳥井芳朗",,"島田逸平",,"島田逸平","タイヘイ","Ⓗ10138","25-183-1",1951,,,,
"01","歌謡曲","夜のルンバ","エト邦枝",,,,,,,"タイヘイオーケストラ",,,,"島田逸平",,"島田逸平",,"島田逸平","タイヘイ","Ⓗ10138","26-239",1951,,,,
"01","歌謡曲","夜嵐ざんげ","新橋喜代丸",,,,,,,"タイヘイオーケストラ",,,,"藤田まさと",,"阿部武雄",,"飯田景応","タイヘイ","Ⓗ10308","28-635",1953,,,,
"01","歌謡曲","ギターやくざ","瀬川 伸",,,,,,,"タイヘイオーケストラ",,,,"横山賢一",,"島田逸平",,"島田逸平","タイヘイ","Ⓗ10308","28-613",1953,,,,
"01","歌謡曲","うらぶれ道中","瀬川 伸",,,,,,,"タイヘイオーケストラ",,,,"藤田まさと",,"山田栄一",,"山田栄一","タイヘイ","Ⓗ10150","26-285",1951,,,,
"01","歌謡曲","振袖お七","藤島桓夫",,,,,,,"タイヘイオーケストラ","豊吉(三味線)",,,"南條歌美",,"細川潤一",,"細川潤一","タイヘイ","Ⓗ10150","26-156",1951,,,,
"04","軽音楽","テネシー・ワルツ","タイヘイオーケストラ",,,,,,,,,,,,,"記載なし",,"飯田景応","タイヘイ","Ⓗ10242","27-459",1952,"「テネシー・ワルツ」の日本盤",,,
"01","流行歌","テネシー・ワルツ","エト邦枝",,,,,,,"タイヘイオーケストラ",,,,"山本逸朗",,"記載なし",,"飯田景応","タイヘイ","Ⓗ10242","27-458-1",1952,"「テネシー・ワルツ」の日本盤",,,
"01","流行歌","懐しのトニー","エト邦枝",,,,,,,"タイヘイオーケストラ",,,,"鈴木千代三",,"飯田景応",,"飯田景応","タイヘイ","Ⓗ10247","27-487",1952,,,,
"01","流行歌","東京ラブソング","瀬川 伸",,,,,,,"タイヘイオーケストラ",,,,"藤間哲郎",,"上原賢六",,"堀田 実","タイヘイ","Ⓗ10247","27-485",1952,,,,
"06","映画主題歌","恋の雪化粧","豆千代",,,,,,,"タイヘイオーケストラ",,,,"大倉芳郎",,"島田逸平",,"島田逸平","タイヘイ","Ⓗ10285","27-589",1952,"松竹『唄祭清水港』主題歌",,,
"06","映画主題歌","男けんか笠","瀬川 伸",,,,,,,"タイヘイオーケストラ",,,,"大倉芳郎",,"飯田景応",,"飯田景応","タイヘイ","Ⓗ10285","27-588",1952,"松竹『唄祭清水港』主題歌",,,
"01","流行歌","旅の紅椿","平井輝夫",,,,,,,"タイヘイオーケストラ",,,,"矢野 亮",,"西脇稔和",,"飯田景応","タイヘイ","Ⓗ10248",,1952,,,,
"01","流行歌","波止場鴉","瀬川 伸",,,,,,,"タイヘイオーケストラ",,,,"牧 喜代司",,"島田逸平",,"島田逸平","タイヘイ","Ⓗ10248","27-452",1952,,,,
"06","映画主題歌","恋慕月夜","瀬川 伸・青葉笙子",,,,,,,"タイヘイオーケストラ",,,,"藤田まさと",,"島田逸平",,"島田逸平","タイヘイ","Ⓗ10207",,1952,"大映京都『あばれ熨斗』主題歌",,,
"06","映画主題歌","あばれ熨斗","瀬川 伸",,,,,,,"タイヘイオーケストラ",,,,"藤田まさと",,"島田逸平",,"島田逸平","タイヘイ","Ⓗ10207",,1952,"大映京都『あばれ熨斗』主題歌",,,
"01","流行歌","黄昏道中","瀬川 伸",,,,,,,"タイヘイオーケストラ",,,,"藤田まさと",,"阿部武雄",,"飯田景応","タイヘイ","Ⓗ10266","27-564",1952,,,,
"01","流行歌","夜汽車の窓で","青葉笙子",,,,,,,"タイヘイオーケストラ",,,,"渡邊阿沙爾",,"飯田景応",,"飯田景応","タイヘイ","Ⓗ10266","27-538",1952,,,,
"06","映画主題歌","若君罷り通る","瀬川 伸",,,,,,,"タイヘイオーケストラ",,,,"藤田まさと",,"島田逸平",,"島田逸平","タイヘイ","Ⓗ10275","27-580",1952,"松竹『若君罷り通る』主題歌",,,
"06","映画主題歌","浮かれ旅唄","浅草紅香",,,,,,,"タイヘイオーケストラ",,,,"藤田まさと",,"飯田景応",,"飯田景応","タイヘイ","Ⓗ10275","27-581",1952,"松竹『若君罷り通る』主題歌",,,
"01","流行歌","鳥追い月夜","野村雪子",,,,,,,"タイヘイオーケストラ",,,,"海野政一",,"長谷川政男",,"長谷川政男","タイヘイ","Ⓗ10274",,1952,,,,
"01","流行歌","酔いどれ浪人","瀬川 伸",,,,,,,"タイヘイオーケストラ",,,,"梅田幸三",,"飯田景応",,"飯田景応","タイヘイ","Ⓗ10274",,1952,,,,
"01","歌謡曲","霧の連絡船","桜井 稔",,,,,,,"タイヘイオーケストラ",,,,"三上完治",,"川崎三郎",,"飯田景応","タイヘイ","Ⓗ10186","26-357",1951,,,,
"01","歌謡曲","港に白い花咲けば","瀬川 伸",,,,,,,"タイヘイオーケストラ",,,,"牧 喜代司",,"飯田景応",,"飯田景応","タイヘイ","Ⓗ10186","26-359",1951,,,,
"01","流行歌","青いガス燈のチャイナタウン","瀬川 伸",,,,,,,"タイヘイオーケストラ",,,,"山本逸朗",,"織戸光次",,"堀田 実","タイヘイ","Ⓗ10196",,1952,,,,
"01","流行歌","アリラン月夜","桜井 稔",,,,,,,"タイヘイオーケストラ",,,,"飛鳥井芳朗",,"大倉八郎",,"飯田景応","タイヘイ","Ⓗ10196",,1952,,,,
"10","舞踏小唄","伊豆の十三夜","野村雪子",,,,,,,"タイヘイオーケストラ",,,,"山本逸朗",,"西脇稔和",,"堀田 実","タイヘイ","Ⓗ10252",,1952,,,,
"10","舞踏小唄","お吉椿","新橋喜代丸",,,,,,,"タイヘイオーケストラ",,,,"山本逸朗",,"大村能章",,"大村能章","タイヘイ","Ⓗ10252",,1952,,,,
"01","流行歌","三味線サンバ","〆香",,,,,,,"杵屋定之丞（三味線）","タイヘイオーケストラ",,,"原 味津三",,"原 味津三",,"大森盛太郎","タイヘイ","Ⓗ10133","26-233",1951,,,,
"01","流行歌","男心はキリロン","新橋喜代丸",,,,,,,"タイヘイオーケストラ",,,,"吉田優示",,"的場英二",,"細川潤一","タイヘイ","Ⓗ10133",,1951,,,,
"01","流行歌","チョイナ節","豆千代",,,,,,,"タイヘイオーケストラ",,,,"記載なし",,"記載なし",,"浜田元治","タイヘイ","Ⓗ10230","27-432",1952,,,,
"01","流行歌","浪花節とマドロス","井田照夫",,,,,,,"タイヘイオーケストラ",,,,"吉田碌務",,"守本 茂",,"飯田景応","タイヘイ","Ⓗ10230","27-446",1952,,,,
"06","映画主題歌","志保子の歌","藤島桓夫",,,,,,,"タイヘイオーケストラ",,,,"中川啓児",,"飯田景応",,"飯田景応","タイヘイ","Ⓗ10297","28-623",1953,"東映『母子鳩』主題歌",,,
"06","映画主題歌","母子鳩","野村雪子",,,,,,,"タイヘイオーケストラ",,,,"中川啓児",,"飯田景応",,"飯田景応","タイヘイ","Ⓗ10297","28-622",1953,"東映『母子鳩』主題歌",,,
"01","歌謡曲","港のマリー","エト邦枝",,,,,,,"タイヘイオーケストラ",,,,"山本逸朗",,"島田逸平",,"島田逸平","タイヘイ","Ⓗ10187","26-362",1951,,,,
"01","歌謡曲","青いガス燈に雨が降る","藤島桓夫",,,,,,,"タイヘイオーケストラ",,,,"青木三郎",,"倉田三郎",,"飯田景応","タイヘイ","Ⓗ10187","26-360",1951,,,,
"01","歌謡曲","シャンラン節","〆香",,,,,,,"豊吉(三味線)","タイヘイオーケストラ",,,"原 味津三",,"原 味津三",,"宇津美俊雄","タイヘイ","Ⓗ10111","25-157",1950,,,,
"01","歌謡曲","潮来舟唄","藤島桓夫",,,,,,,"タイヘイオーケストラ",,,,"坂口 淳",,"北 康太",,"細川潤一","タイヘイ","Ⓗ10111","25-156A",1950,,,,
"01","歌謡曲","波浮の悲歌","久壽川映子",,,,,,,"タイヘイオーケストラ",,,,"対馬慎一郎",,"島田逸平",,"島田逸平","タイヘイ","Ⓗ10324","28-654",1953,,,,
"01","歌謡曲","ハワイのマドロスさん","瀬川 伸",,,,,,,"タイヘイオーケストラ",,,,"牧 喜代美",,"豊田一夫",,"飯田景応","タイヘイ","Ⓗ10324","28-676",1953,"牧 喜代美は牧 喜代司の誤記か？",,,
"01","流行歌","ズッキンズッキン節","〆香",,,,,,,"タイヘイオーケストラ",,,,"福田 茂",,"草笛道夫",,"細川潤一","タイヘイ","S5026","25-114",1950,"文芸部振付",,,
